bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10,arc11,arc12,malo1,malo2,malo3,malo4,malo5,malo6,malo7,malo8,malo9,malo10,malo11,malo12,sfpq1_1,sfpq1_2,sfpq1_3,sfpq1_4,sfpq1_5,sfpq1_6,sfpq1_7,sfpq2_1,sfpq2_2,sfpq2_3,sfpq2_4,sfpq2_5,sfpq2_6,sfpq2_7,sfpq3_1,sfpq3_2,sfpq3_3,sfpq3_4,sfpq3_5,sfpq3_6,sfpq3_7,mwd1,mwd2,mwd3,mwd4,mws1,mws2,mws3,mws4,eese1,eese2,eese3,eese4,eese5,eese6,eese7,eese8,eesi1,eesi2,eesi3,eesi4,eesi5,eesi6,eesi7,eesi8,tas5,tas13,tas21,tas30,tas37,tas45,tas53,tas60,tas68,tas73,tas81,tas90,tas99,tas108,tas116,tas123,tas131,tas141,tas149,tas156,tas165,tas173,tas182,tas189,tas197,tas208,tas215,tas223,tas231,tas238,tas249,tas257,tas265,tas273,d_eng,d_age,d_gender,attn1b,attn1b_8_TEXT,attn2,ARCES,MAASLO,SFPQT,MWS,MWD,IF,EF,TAS,extra,agree,consci,neurot,open
2,4,3,4,4,2,4,2,3,4,3,4,5,4,4,3,3,2,2,4,2,3,2,3,4,4,3,4,4,5,2,4,5,2,5,2,3,4,2,5,5,4,4,5,2,3,2,2,3,3,2,3,2,3,3,2,3,4,3,3,3,3,4,3,4,4,3,2,4,4,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,5,5,5,5,5,4,6,4,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,2,3,3,3,3,3,3,1,3,4,3,4,1,2,4,4,3,3,2,3,1,3,3,4,4,3,4,3,3,3,2,3,2,3,1,45,male,8,I read the instructions,2,2.75,3.25,3.238095238,4.75,5,4.5,4.5,2.882352941,2.5,3.555555556,3.444444444,3,4.5
2,4,5,1,4,2,4,5,2,5,3,5,5,4,4,3,2,5,1,5,1,4,2,2,2,5,4,5,5,3,2,4,5,1,5,2,3,4,1,4,2,3,4,1,2,3,3,2,3,3,3,2,3,3,3,2,2,4,4,2,2,2,2,4,4,5,3,1,1,3,4,5,4,4,2,1,3,4,5,2,4,2,4,3,4,5,4,4,4,6,6,6,6,5,3,3,4,5,6,6,5,5,6,5,6,4,6,6,5,6,5,5,6,1,3,3,2,2,4,3,2,1,2,2,1,1,3,3,1,3,2,3,3,3,2,3,1,1,3,1,2,1,1,3,3,1,4,1,55,Female,8,I read the instructions,2,2.833333333,2.916666667,3.428571429,3.75,6,5.375,5.5,2.176470588,2.5,3.666666667,4.444444444,2.125,3.5
3,3,4,2,4,3,4,4,2,5,4,4,4,2,4,3,4,2,1,4,3,4,4,2,4,2,3,4,2,3,4,3,4,2,4,3,4,3,2,5,4,4,1,2,1,4,5,2,3,5,3,2,2,1,3,2,3,2,2,2,3,3,2,3,4,2,4,1,3,4,4,4,4,3,4,3,2,3,3,3,2,3,4,3,4,4,4,3,4,5,4,5,4,5,4,5,6,5,5,4,4,5,4,5,5,5,3,4,4,5,5,4,3,2,1,3,2,1,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,male,8,I read the instructions,2,2.916666667,2.583333333,3.380952381,5,4.5,4.125,4.625,1.264705882,3.125,3.666666667,3.333333333,1.875,3.9
3,2,5,1,5,4,4,5,1,5,4,5,5,2,5,4,3,5,2,5,4,2,5,1,5,5,3,5,1,5,5,4,5,1,5,4,3,5,1,5,5,3,5,5,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,4,1,2,3,1,4,2,2,1,4,5,4,5,4,4,4,4,5,5,5,4,5,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,3,1,2,1,1,3,2,1,1,2,1,4,1,59,female,8,I read the instructions,2,2.25,1.916666667,4.238095238,1,1,6.125,6.125,1.5,4.125,3.222222222,5,1.25,5
5,2,5,2,3,4,5,5,3,5,4,5,5,4,4,4,5,5,2,5,5,5,5,4,3,5,5,5,5,5,4,5,5,3,5,4,5,4,5,5,5,4,5,5,2,2,2,2,3,2,2,2,1,1,2,2,2,3,2,1,1,1,2,2,2,3,2,1,5,4,4,5,5,4,3,4,3,5,5,4,5,3,5,4,5,5,5,5,4,1,6,6,1,4,4,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,2,1,1,4,2,4,2,1,1,2,3,2,2,2,3,1,1,3,3,1,4,2,3,3,1,2,2,2,1,4,1,4,1,47,female,8,I read the instructions,2,2.083333333,1.833333333,4.380952381,3.75,3.5,7,7,2.235294118,4.375,4.555555556,4.888888889,3.5,4.5
3,4,5,1,5,1,3,4,1,5,4,5,5,1,5,4,2,4,1,5,2,3,4,1,5,5,2,5,1,5,5,3,5,1,5,4,2,5,1,5,5,4,5,4,2,2,2,2,2,2,1,2,2,2,2,2,1,1,6,5,1,2,2,1,3,4,1,1,4,3,5,5,5,4,4,3,3,5,5,5,5,4,4,3,5,5,5,5,5,4,5,5,5,4,2,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,2,1,1,3,4,1,1,1,1,3,1,1,4,3,2,2,3,4,3,4,3,2,3,3,2,1,3,3,1,4,1,3,1,31,male,8,I read the instructions,2,2.083333333,2.333333333,4.380952381,3.25,4.75,6,6,2.323529412,3.5,3.111111111,4.666666667,1,4.9
3,5,5,3,4,4,5,4,2,5,4,5,5,4,4,3,4,4,3,4,4,4,4,1,4,2,4,4,1,4,4,4,4,1,5,5,4,4,2,5,4,5,4,4,3,3,2,2,3,3,2,2,3,4,4,2,2,2,2,3,2,2,3,4,2,4,2,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,2,5,3,4,4,3,3,2,4,4,3,4,4,4,4,5,5,4,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,30,male,8,I read the instructions,2,2.916666667,2.583333333,3.619047619,3,3.5,4,4,2.5,3.625,4.444444444,4.222222222,2.125,4.3
4,2,2,2,4,3,2,3,4,2,2,2,3,2,3,2,2,3,4,3,2,4,3,4,3,4,3,2,4,5,3,4,3,2,4,2,2,3,2,2,2,3,4,3,2,4,3,3,4,2,3,4,3,3,2,4,4,4,3,5,4,3,3,5,5,5,5,4,3,3,2,4,4,2,3,3,2,4,3,2,3,2,4,3,4,2,3,3,2,4,5,4,3,5,3,4,5,4,3,3,4,5,4,5,6,4,3,5,5,4,4,6,4,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,3,3,2,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,3,1,27,male,8,I read the instructions,2,3.416666667,4.166666667,2.904761905,4.25,4,4.375,4.25,2.441176471,2.75,2.666666667,2.888888889,3,3.1
2,4,3,3,4,4,5,2,1,4,5,2,1,1,3,1,2,3,1,2,3,1,2,4,4,5,3,1,1,4,1,4,3,3,3,3,1,2,4,1,5,2,1,1,5,5,5,5,4,3,5,2,5,2,5,4,3,2,2,2,1,4,3,1,5,4,6,3,1,1,1,5,5,1,3,5,1,3,4,1,1,2,3,5,1,2,5,1,3,2,7,4,5,5,4,2,4,2,7,2,1,4,6,3,5,4,1,1,1,3,3,6,2,4,3,3,4,2,3,1,1,4,4,4,3,4,1,3,4,2,3,1,2,2,3,2,4,3,4,4,2,4,3,3,1,4,2,1,32,f,8,I read the instructions,2,4.333333333,3,2.571428571,3.75,4.5,2.625,3.75,2.852941176,3,2.666666667,2,2.25,3.1
4,4,5,2,4,2,4,5,2,4,4,5,5,2,4,4,4,4,2,4,4,4,4,2,4,2,5,5,2,4,4,4,4,2,2,4,5,4,2,4,4,4,4,2,2,2,2,3,2,2,2,3,3,2,3,1,2,2,2,2,1,2,3,2,2,3,2,1,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,2,4,4,4,4,4,5,5,4,3,3,3,3,4,5,6,5,4,4,5,5,5,5,5,3,4,4,4,5,5,3,2,3,2,1,2,3,3,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,60,Female,8,I read the instructions,2,2.5,2,3.714285714,3.25,4.25,4.375,4.875,1.676470588,3.5,4.333333333,4.444444444,2,3.6
4,5,5,1,5,2,5,3,2,5,4,5,5,2,4,4,5,3,2,5,2,5,4,2,4,3,4,5,4,5,2,5,5,1,3,4,5,5,3,5,5,4,2,4,2,2,2,2,3,3,2,3,2,3,4,2,2,3,5,5,5,2,3,4,5,3,4,2,2,3,5,5,5,5,4,2,4,5,5,3,5,4,4,5,5,5,5,5,5,7,7,5,4,7,4,6,5,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,31,female,8,I read the instructions,2,2.75,3.583333333,4.333333333,5.5,5.75,6.125,6,3.823529412,3.125,4.777777778,4.111111111,2.125,4.5
4,2,4,2,4,2,4,2,4,4,2,5,4,4,5,4,4,1,5,5,1,5,2,3,2,2,3,4,1,4,2,4,4,4,2,1,4,3,4,5,2,4,2,4,3,1,2,1,3,4,3,3,1,2,2,4,4,2,2,5,3,3,2,3,1,5,5,3,2,4,2,4,5,2,3,2,4,1,5,2,1,1,3,4,4,2,4,2,3,7,5,7,7,7,7,7,6,6,6,2,6,6,6,6,6,5,5,6,6,6,6,6,6,3,2,3,2,4,4,3,3,4,1,3,3,1,2,3,2,3,3,3,4,1,4,4,4,2,4,3,3,4,3,2,4,2,2,2,25,Male,8,I read the instructions,2,2.666666667,3.166666667,2.857142857,6.75,6.5,5.75,5.5,2.882352941,2.25,3.888888889,2.888888889,3.375,3.7
1,4,5,1,3,1,4,4,2,4,3,4,5,2,4,3,3,5,2,5,1,3,4,1,3,3,2,5,1,5,1,4,4,2,4,1,4,5,2,5,4,5,4,4,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,2,3,2,2,2,1,4,3,3,4,3,4,2,3,2,5,2,3,5,2,4,3,4,3,4,4,4,3,3,4,3,1,2,2,2,6,6,7,6,6,6,6,6,7,7,6,7,7,6,6,6,1,2,3,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,3,2,3,2,2,1,1,2,1,2,1,2,1,1,1,2,1,42,male,8,I read the instructions,2,2.333333333,2.333333333,3.380952381,1.75,3.25,6.5,6.125,1.617647059,1.75,3.666666667,4.555555556,1.625,4.1
4,2,4,3,4,3,5,3,2,4,4,4,4,3,5,5,5,4,2,5,2,5,3,2,5,4,2,4,4,4,2,5,5,3,2,4,5,4,3,3,2,5,4,4,2,1,2,3,3,2,3,3,2,2,3,2,4,4,1,4,3,5,4,4,4,3,1,2,3,2,3,2,3,3,3,3,3,3,4,5,4,4,3,3,4,3,5,5,4,6,6,5,7,5,2,7,6,5,4,6,5,4,6,7,6,6,4,5,6,6,6,5,5,3,2,3,3,4,4,4,4,4,3,4,2,3,3,3,4,3,3,3,2,3,3,3,3,3,2,4,4,3,3,2,2,3,3,2,37,Male,8,I read the instructions,2,2.583333333,3.25,3.428571429,5,6,5.375,5.375,3.088235294,3.5,4.222222222,3.888888889,2.75,3.8
5,4,5,1,5,4,5,5,1,5,5,5,5,4,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,4,5,5,5,5,4,5,5,1,5,5,5,5,5,2,2,3,2,3,2,2,3,2,2,2,2,3,3,4,4,3,3,2,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,3,3,3,5,6,6,6,5,2,5,3,5,5,5,5,5,5,5,5,5,6,6,5,6,6,6,5,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,32,male,8,I read the instructions,2,2.5,3.166666667,3.571428571,3.75,5.75,5.625,5,2.970588235,4.625,4.888888889,5,1.875,5
4,4,5,1,5,4,5,4,1,4,5,5,5,2,5,5,5,5,1,5,4,5,5,1,5,5,4,5,2,4,4,5,5,1,3,5,4,5,2,5,2,5,5,4,2,1,2,2,2,2,1,2,2,2,2,2,3,2,3,3,2,2,4,1,3,3,2,2,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,5,4,5,4,3,3,3,4,7,6,5,6,6,5,6,6,6,5,6,6,5,6,6,6,3,3,3,3,3,2,3,2,2,3,2,3,1,1,2,2,2,2,3,2,2,3,3,3,2,3,3,2,2,2,1,2,2,3,1,30,Male,8,I read the instructions,2,2,2.5,3.904761905,3.25,4.5,5.75,5.875,2.352941176,4.5,4.666666667,4.888888889,1.375,4.2
5,2,5,1,5,5,3,5,2,3,5,4,5,4,4,4,2,5,4,2,5,2,5,2,4,3,5,5,1,5,5,5,5,2,1,4,5,5,1,2,5,4,5,5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,3,2,2,1,3,1,1,4,4,5,5,4,4,2,3,3,5,4,5,5,2,5,5,4,3,4,5,5,3,2,2,2,3,2,4,1,6,7,6,6,7,6,7,7,6,7,7,5,7,6,6,7,3,4,3,2,1,3,2,1,1,1,1,3,1,1,3,1,1,1,3,1,1,1,2,2,1,2,1,1,1,1,1,3,1,3,1,28,female,8,I read the instructions,2,1.25,1.666666667,4.095238095,2.5,2.25,6.375,6.5,1.705882353,4.5,3.555555556,5,2.125,3.6
2,2,2,4,2,2,2,2,4,2,2,4,2,5,2,1,1,2,4,1,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,1,2,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,1,2,2,1,2,3,1,2,1,1,2,1,2,2,2,3,2,2,2,2,4,3,4,2,4,2,4,5,5,4,4,5,5,2,2,3,3,4,4,4,5,3,2,3,2,2,1,2,1,3,3,2,3,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,27,male,8,I read the instructions,2,2.083333333,1.583333333,3.238095238,4.25,2.5,2.5,2,1.058823529,1.875,2,1.888888889,4.125,1.8
2,4,3,3,5,2,3,2,3,5,3,4,4,4,4,4,3,2,2,5,2,4,2,2,5,3,3,3,5,2,1,3,4,2,3,2,3,3,4,5,2,3,2,2,2,1,3,2,3,4,3,3,2,3,3,3,2,2,4,2,2,3,4,3,4,3,3,1,3,4,3,2,3,2,4,4,3,4,3,4,4,4,4,4,5,4,4,4,5,7,6,7,3,6,5,5,4,5,6,6,7,7,6,6,5,5,5,4,6,4,5,5,4,4,2,4,3,2,4,4,2,4,4,2,3,3,1,3,2,4,2,4,4,3,4,3,2,2,2,1,1,3,3,1,3,3,3,2,25,Male,8,I read the instructions,2,2.916666667,2.75,3.666666667,5,5.75,4.75,6,2.794117647,2.375,3.333333333,2.777777778,3.125,3.8
2,2,4,5,2,1,4,2,4,1,1,2,1,4,1,2,4,2,4,1,1,2,4,4,2,2,2,1,5,2,1,4,1,5,1,1,2,4,5,2,2,2,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5,5,5,4,2,2,2,1,2,2,1,2,2,3,4,2,2,1,3,3,2,2,2,2,4,2,2,2,1,6,5,5,6,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,3,2,3,3,1,2,2,3,3,1,3,2,3,2,2,1,3,3,3,1,1,2,1,1,3,1,32,f,8,I read the instructions,2,5.333333333,5.083333333,2.19047619,5.5,1.75,1.75,1.75,2.029411765,1.375,2.666666667,2.222222222,4.5,1.5
2,5,5,2,4,2,1,5,3,5,4,5,5,4,4,3,4,5,4,4,2,4,5,2,4,4,5,5,3,5,2,4,5,3,2,2,5,5,3,4,4,4,4,5,3,3,3,2,3,3,2,3,2,3,2,2,1,3,4,1,3,2,2,3,3,5,1,2,3,4,5,5,5,4,3,3,5,5,5,3,5,2,5,5,5,5,5,5,5,2,4,4,3,1,1,3,3,6,6,6,5,6,5,5,6,5,5,6,6,6,6,6,5,2,2,3,2,2,2,2,1,2,1,2,3,1,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,1,2,1,2,2,2,1,35,Female,8,I read the instructions,2,2.833333333,2.5,4.380952381,2,3.25,5.625,5.625,2.029411765,2.625,4.111111111,4.888888889,3,4.1
3,4,4,2,2,4,3,4,2,3,2,4,4,2,2,2,3,4,4,4,2,4,1,2,2,2,2,3,3,2,3,3,3,1,2,3,4,4,4,2,1,5,2,1,3,3,2,1,2,3,2,4,2,4,3,3,3,2,3,4,4,3,3,3,4,5,3,2,3,3,2,4,3,3,2,4,2,4,4,3,4,2,4,4,4,3,3,5,4,6,7,4,5,5,5,7,5,5,6,4,5,4,5,5,5,2,2,3,2,2,2,1,3,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,31,male,8,I read the instructions,2,3,3.25,3.333333333,5.5,5.5,2.125,4.875,1.382352941,2.625,3.555555556,3.222222222,2.5,2.1
4,3,5,1,4,2,5,5,3,5,3,4,5,4,3,3,4,4,2,3,3,5,4,2,4,4,4,4,2,4,4,4,4,2,3,4,4,5,2,4,2,4,4,3,2,4,2,1,3,3,3,3,1,2,2,2,3,1,5,5,3,2,2,3,2,1,2,2,3,3,3,4,4,4,4,4,4,4,4,3,5,4,4,3,3,4,4,4,4,1,1,2,1,2,2,2,2,4,4,5,3,3,4,4,3,4,4,3,3,3,5,5,5,1,1,3,2,1,3,2,1,1,1,1,1,1,1,2,2,2,3,1,3,1,1,3,1,1,3,1,2,1,1,1,1,1,3,1,48,female,8,I read the instructions,2,2.583333333,2.583333333,3.761904762,2,1.25,4,3.75,1.588235294,3.375,4.111111111,4.444444444,2.25,3.5
3,2,4,1,5,4,4,4,1,5,4,5,5,1,5,4,2,5,1,4,4,1,5,1,2,3,4,4,1,4,5,5,4,1,5,5,5,4,1,5,5,4,5,4,3,2,3,2,3,3,3,3,3,3,3,2,2,1,4,2,3,2,2,2,3,5,2,1,4,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,3,6,5,4,1,6,5,5,5,6,6,7,6,6,7,7,6,6,7,7,7,7,7,7,7,3,3,4,3,2,3,3,4,3,1,3,4,3,2,4,4,2,4,3,3,4,4,4,2,3,3,2,3,4,3,2,4,2,3,1,38,male,8,I read the instructions,2,3,2.416666667,3.428571429,5.25,4,6.875,6.375,3.058823529,4,3.555555556,4.444444444,1,4.4
3,5,5,2,5,2,5,5,1,5,4,5,5,1,4,4,5,5,2,5,2,5,5,1,4,4,5,5,1,4,3,5,5,5,3,4,5,5,3,5,4,5,5,3,2,2,2,2,2,2,2,2,2,2,3,1,2,1,4,2,4,1,4,4,4,4,3,1,4,3,4,4,4,4,4,4,3,4,4,4,4,4,5,3,4,4,4,4,4,3,3,3,3,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,3,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,41,female,8,I read the instructions,2,2.166666667,2.833333333,3.904761905,2,3,6,6,1.382352941,3.25,5,5,2,4.2
1,5,4,1,2,1,4,5,2,5,1,5,5,2,2,1,4,5,2,2,1,2,5,1,1,1,4,4,2,4,2,5,5,1,2,1,4,5,2,4,2,5,4,1,3,2,2,2,3,3,3,2,2,3,3,2,3,3,1,4,2,3,3,3,2,3,3,3,3,4,4,4,4,3,3,3,2,4,2,2,3,2,4,3,4,4,4,4,4,5,5,5,3,3,2,3,3,5,5,6,6,5,6,6,6,5,5,6,4,5,5,4,4,2,2,2,2,1,2,3,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,3,2,1,1,1,1,2,1,2,1,33,female,8,I read the instructions,2,2.666666667,2.75,3.333333333,2.75,4.5,4.75,5.625,1.5,1.125,4.222222222,4.666666667,1.625,2.5
3,5,5,1,5,3,4,3,2,5,4,5,5,3,5,4,5,5,3,5,2,5,4,1,4,4,5,4,2,4,3,5,5,3,3,4,3,5,2,5,3,5,4,3,2,2,2,3,2,2,3,2,3,4,3,3,4,2,4,4,3,2,3,1,3,4,3,2,3,2,5,5,4,4,4,4,3,5,5,5,5,4,5,3,4,4,4,4,5,6,5,5,6,3,4,5,4,7,7,7,7,7,7,7,6,4,3,3,3,2,3,3,2,2,3,3,3,2,4,4,3,1,2,2,3,1,1,3,2,3,2,2,3,3,3,4,3,2,2,2,1,3,3,1,3,2,3,2,42,Male,8,I read the instructions,2,2.75,2.916666667,4.142857143,4,5.5,2.875,6.875,2.470588235,3.375,4.666666667,4.444444444,2.125,4.2
2,5,5,1,5,2,5,5,1,5,5,5,5,2,5,5,5,5,1,5,3,5,5,1,5,4,5,5,1,5,4,5,5,1,1,4,5,5,1,5,5,5,5,5,1,3,1,1,3,3,3,2,3,3,3,2,1,1,1,2,1,1,3,1,2,3,1,1,5,3,5,5,5,5,4,2,3,5,5,2,5,1,5,3,5,5,5,5,5,1,3,4,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,3,3,3,1,1,1,1,3,3,3,1,3,2,3,3,3,4,3,2,4,4,2,3,3,2,2,4,1,3,1,51,male,8,I read the instructions,2,2.5,1.5,4.19047619,1,2.25,7,7,2.558823529,3.625,5,5,1.125,4.6
5,5,4,2,2,4,4,4,2,2,4,5,4,2,2,4,5,4,2,3,4,4,4,2,3,4,4,4,3,3,4,4,4,2,1,4,4,5,1,3,2,5,4,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,1,4,3,5,4,4,4,4,4,3,4,4,4,3,3,5,3,3,3,3,3,4,5,4,4,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,2,2,2,2,1,3,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,1,32,Female,8,I read the instructions,2,2.333333333,2.75,3.666666667,2.75,3.75,4,4,1.852941176,4.125,4.444444444,4.111111111,2,2.3
1,5,5,1,5,2,4,4,1,5,2,5,4,4,5,2,1,4,3,5,1,1,3,1,4,1,2,5,2,5,1,4,5,2,1,1,5,5,2,5,5,3,4,4,5,1,2,2,3,2,3,3,1,2,3,2,1,1,3,2,1,1,4,1,1,2,2,1,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,6,6,5,2,1,2,2,5,5,6,5,5,6,5,5,6,5,5,5,5,6,6,6,2,2,3,2,2,3,3,1,1,2,1,2,1,1,2,1,2,2,2,2,3,2,3,1,1,1,2,1,2,3,1,2,2,2,1,35,Male,8,I read the instructions,2,2.666666667,1.666666667,4.19047619,1.75,5.5,5.5,5.25,1.852941176,1.375,3.333333333,4.333333333,2,4.4
3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,4,3,2,2,2,4,3,2,3,3,3,2,2,3,3,3,3,4,4,2,4,3,4,3,4,3,3,4,3,3,4,2,3,3,3,5,4,4,4,5,4,4,4,4,3,3,2,4,3,3,4,2,3,4,2,3,3,4,2,3,4,2,2,4,3,2,4,4,5,5,4,5,4,5,4,4,5,4,3,4,5,5,3,4,4,5,5,4,6,5,2,3,3,3,3,2,2,2,2,3,3,4,3,3,3,2,2,2,2,3,2,3,3,3,3,3,2,2,2,4,3,2,2,3,1,50,male,8,I read the instructions,2,3.5,3.916666667,2.952380952,4.5,4.5,4.5,4.25,2.617647059,2.5,3,2.666666667,3.375,3.1
4,4,4,2,4,3,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,3,4,4,2,2,4,4,4,2,4,4,4,4,4,2,3,2,2,3,2,2,2,2,2,3,2,2,2,3,2,3,2,4,3,2,2,2,2,4,3,4,4,4,4,3,3,3,3,3,3,4,3,4,2,3,2,3,4,4,5,5,5,5,3,3,4,3,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,1,27,Female,8,I read the instructions,2,2.416666667,2.416666667,3.333333333,3.25,5,5,5.125,2.647058824,3.75,4,4,2,3.8
4,2,3,1,2,4,4,4,1,3,3,1,5,4,5,2,5,3,2,4,4,3,3,4,2,5,2,2,3,4,3,3,3,2,4,4,4,3,4,3,2,3,4,1,3,1,4,2,3,2,4,4,3,5,5,2,4,4,2,4,2,5,2,6,3,1,4,4,2,3,2,4,5,2,1,2,4,3,1,2,5,3,5,3,2,1,4,3,2,5,6,4,5,2,5,2,3,5,7,5,4,5,2,3,6,5,2,3,3,4,5,4,6,3,2,3,3,3,2,2,3,4,4,1,2,3,4,3,2,2,4,4,3,1,2,4,3,3,2,2,3,4,3,2,2,2,4,1,40,female,8,I read the instructions,2,3.5,3.416666667,2.80952381,3,5,4,4.625,2.764705882,3.625,3,3.333333333,2.625,3
4,5,5,1,5,2,5,5,1,5,4,5,5,2,5,4,5,5,2,5,4,5,5,1,5,5,4,5,1,5,4,5,5,1,4,4,5,5,1,5,5,5,5,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,2,3,3,4,1,1,4,3,4,4,5,5,5,4,3,5,5,5,5,5,5,3,5,5,5,5,5,4,4,4,4,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,2,2,1,3,3,2,1,1,3,3,1,3,4,4,4,1,4,4,3,2,4,1,1,4,2,3,3,3,3,3,2,4,1,43,MALE,8,I read the instructions,2,1.25,1.916666667,4.523809524,1,4,7,7,2.617647059,3.875,4.888888889,5,1.25,4.9
2,4,4,4,5,4,4,1,4,3,4,4,4,1,3,3,2,2,3,4,2,4,4,2,2,3,3,2,2,3,3,2,4,4,4,4,2,3,3,2,5,1,3,4,4,2,5,2,3,4,2,3,3,2,3,3,4,5,5,3,3,2,3,4,4,2,2,4,3,2,1,2,4,3,2,2,4,2,3,1,2,3,2,4,5,2,3,1,2,3,6,5,4,4,5,2,3,4,2,3,5,5,3,4,2,3,5,6,4,2,3,4,4,2,3,3,3,4,3,3,2,2,1,3,3,1,2,2,3,1,2,2,1,2,3,3,1,2,1,2,2,3,1,2,2,3,1,1,26,female,8,i read the instructions,2,3.25,3.416666667,2.523809524,3.5,4.5,3.875,3.5,2.176470588,3.125,2.888888889,3,2.875,3.5
